schemeCode,schemeName,isinGrowth,isinDivReinvestment
146585,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Regular Growth,,
146586,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Growth,,
146587,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Growth,,
146588,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Growth,,
146590,SBI Debt Fund Series C - 46 (376 Days) - Regular Plan - Growth,,
146592,SBI Debt Fund Series C - 46 (376 Days) - Direct Plan- Growth,,
146595,Nippon India Fixed Horizon Fund XXXX - Series 19 - Growth Option,,
146596,Nippon India Fixed Horizon Fund XXXX - Series 19 - Direct Plan - Growth Option,,
146599,Kotak Quarterly Interval Plan Series13- Direct Plan- Growth,,
146601,Kotak Quarterly Interval Plan Series13- Regular Plan- Growth,,
146605,Kotak FMP Series 263-1203 days- Direct Plan- Growth,,
146607,Kotak FMP Series 263-1203 days- Regular plan- Growth,,
146608,UTI - Fixed Term Income Fund Series XXXI-VII (1155 Days) - Direct Plan - Growth Option,,
146613,UTI - Fixed Term Income Fund Series XXXI-VII (1155 Days) - Regular Plan - Growth Option,,
146623,Aditya Birla Sun Life Fixed Term Plan - Series SI (1141 days) - Regular Plan-Growth,,
146626,Aditya Birla Sun Life Fixed Term Plan - Series SI (1141 days) - Direct Plan- Growth,,
146631,HDFC FMP 1133D February 2019 (1) - Growth Option - Direct Plan,,
146634,HDFC FMP 1133D February 2019 (1) - Growth Option,,
146637,Aditya Birla Sun Life Fixed Term Plan - Series SJ (1135 days) - Regular Plan-Growth,,
146640,Aditya Birla Sun Life Fixed Term Plan - Series SJ (1135 days) - Direct Plan-Growth,,
146643,SBI Equity Minimum Variance Fund - Direct Plan - Growth,INF200KA1A71,
146644,SBI Equity Minimum Variance Fund - Regular Plan - Growth,INF200KA1A48,
146649,HDFC FMP 1126D March 2019 (1) - Growth Option,,
146650,HDFC FMP 1126D March 2019 (1) - Growth Option - Direct Plan,,
146651,SBI Debt Fund Series C - 47 (360 Days) - Direct Plan - Growth,,
146652,SBI Debt Fund Series C - 47 (360 Days) - Regular Plan - Growth,,
146655,SBI Debt Fund Series C - 48 (385 Days) - Regular Plan - Growth,,
146656,SBI Debt Fund Series C - 48 (385 Days) - Direct Plan - Growth,,
146668,Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth,,
146670,Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct,,
146672,Nippon India Fixed Horizon Fund XLI - Series 1 - Direct Plan - Growth Option,,
146673,Nippon India Fixed Horizon Fund XLI - Series 1 - Growth Option,,
146675,Axis Overnight Fund - Direct Plan - Growth Option,INF846K01N65,
146678,Axis Overnight Fund - Regular Plan - Growth Option,INF846K01O23,
146689,IDFC Fixed Term Plan Series 177 DIRECT PLAN-GROWTH (1160 days),,
146694,IDFC Fixed Term Plan Series 177 REGULAR PLAN-GROWTH (1160 days),,
146695,BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days),INF194KB1736,
146701,BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days),INF194KB1777,
146703,Edelweiss Fixed Maturity Plan - Series 55  - Regular Plan - Growth,,
146704,SBI Capital Protection Oriented Fund - Series A (Plan 2) - Direct Plan - Growth,,
146705,SBI Capital Protection Oriented Fund - Series A (Plan 2) - Regular Plan - Growth,,
146706,UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Growth Option,,
146709,UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Regular Plan - Growth Option,,
146716,ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option,INF109KC1UA8,
146717,ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option,INF109KC1TY0,
146721,ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option,INF109KC1TW4,
146722,ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option,INF109KC1TU8,
146726,ICICI Prudential Retirement Fund - Pure Debt - Growth Option,INF109KC1UC4,
146727,ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option,INF109KC1UE0,
146733,Edelweiss Fixed Maturity Plan - Series 55 - Direct Plan - Growth,,
146737,Reliance Fixed Horizon Fund XLI - Series 2 - Growth Option,,
146738,Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Growth Option,,
146741,DSP FMP Series - 251 - 38M - Direct Plan - Growth,,
146744,DSP FMP Series - 251 - 38M - Regular Plan - Growth,,
146765,SBI Debt Fund Series C - 49 (390 Days) - Direct Plan - Growth,,
146768,SBI Debt Fund Series C - 49 (390 Days) - Regular Plan - Growth,,
146771,HSBC Large & Mid Cap Fund - Regular Growth,INF336L01NY9,
146772,HSBC Large & Mid Cap Fund - Direct Growth,INF336L01NV5,
146777,HDFC FMP 1127D March 2019 (1) - Growth Option - Direct Plan,,
146778,HDFC FMP 1127D March 2019 (1) - Growth Option,,
146779,Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days) - Regular Plan-Growth,,
146780,Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days) - Direct Plan-Growth,,
146787,Mirae Asset Fixed Maturity Plan Series III Direct Plan Growth,,
146789,Mirae Asset Fixed Maturity Plan Series III 1122 Days Regular Plan Growth,,
146833,Kotak FMP Series 265-Regular Plan-Growth Option,,
146834,Kotak FMP Series 265-Direct Plan-Growth Option,,
146835,Kotak Monthly Interval Plan Series 4-Regular Plan- Growth,,
146837,Kotak Monthly Interval Plan Series 4-Direct Plan- Growth,,
146846,Nippon India Fixed Horizon Fund XLI - Series 4 - Growth Option,,
146847,Nippon India Fixed Horizon Fund XLI - Series 4 - Direct Plan - Growth Option,,
146849,IDFC Fixed Term Plan Series 178 REGULAR PLAN-GROWTH (1154 Days),,
146851,IDFC Fixed Term Plan Series 178 DIRECT PLAN-GROWTH (1154 Days),,
146862,UTI - Fixed Term Income Fund Series XXXI-IX (1168 Days) - Regular Plan - Growth Option,,
146863,UTI - Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Growth Option,,
146872,UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Direct Plan - Growth Option,,
146876,UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Regular Plan - Growth Option,,
146877,SBI Debt Fund Series C - 50 (383 Days) - Regular Plan - Growth,,
146878,SBI Debt Fund Series C - 50 (383 Days) - Direct Plan - Growth,,
146883,Axis Fixed Term Plan - Series 104 (1112 Days) - Regular Plan - Growth Option,,
146886,Axis Fixed Term Plan - Series 104 (1112 Days) - Direct Plan - Growth Option,,
146892,HDFC FMP 1120D March 2019 (1) - Growth Option,,
146893,HDFC FMP 1120D March 2019 (1) - Growth Option - Direct Plan,,
146896,HDFC FMP 1118D March 2019 (1) - Growth Option,,
146898,HDFC FMP 1118D March 2019 (1) - Growth Option - Direct Plan,,
146907,Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 days) - Regular Plan-Growth,,
146909,Aditya Birla Sun Life Fixed Term Plan - Series SL (1120 days) - Direct Plan-Growth,,
146929,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth,INF209KB1I56,INF209KB1I72
146930,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth,INF209KB1I80,
146938,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth,INF209KB1J14,
146940,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth,INF209KB1J48,
146941,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth,INF209KB1J71,
146943,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth,INF209KB1K03,
146945,Sundaram Fixed Term Plan IS Direct Plan - Growth,,
146946,Sundaram Fixed Term Plan IS Regular Plan - Growth,,
146950,ICICI Prudential Bharat Consumption Fund - Growth Option,INF109KC1YA0,
146951,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option,INF109KC1YD4,
146959,Sundaram Overnight Fund Regular Plan - Growth,INF903JA1GZ7,
146963,Sundaram Overnight Fund Direct Plan - Growth,INF903JA1HG5,
146974,SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Growth,INF200KA1D03,
146976,SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Growth,INF200KA1C87,
146977,Tata Overnight Fund-Regular Plan-Growth,INF277K016T9,
146980,Tata Overnight Fund-Direct Plan-Growth,INF277K018T5,
146987,UTI - Fixed Term Income Fund Series XXXI-XI (1169 Days) - Direct Plan - Growth Option,,
146990,UTI - Fixed Term Income Fund Series XXXI-XI (1169 Days) - Regular Plan - Growth Option,,
146997,Union Overnight Fund - Regular Plan - Growth Option,INF582M01FJ3,
147003,Union Overnight Fund - Direct Plan - Growth Option,INF582M01FA2,
147021,Kotak FMP Series 267-Direct PLan-Growth Option,,
147022,Kotak FMP Series 267-Regular Plan-Growth Option,,
147071,UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Direct Plan - Growth Option,,
147076,UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Growth Option,,
147097,Nippon India Fixed Maturity Plan XLI - Series 8 - Growth Option,INF204KB15B4,
147098,Nippon India Fixed Maturity Plan XLI - Series 8 - Direct Plan - Growth Option,INF204KB17B0,
147103,SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Growth,,
147104,SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Growth,,
147124,BNP Paribas Overnight Fund - Regular Plan-Growth Option,,
147125,BNP Paribas Overnight Fund - Direct Plan-Growth Option,,
147129,Principal Small Cap Fund - Regular Plan - Growth Option,,
147131,Principal Small Cap Fund - Direct Plan - Growth Option,,
147133,SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Growth,,
147135,SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Growth,,
147149,HSBC Fixed Term Series 140 - Growth Option,,
147152,HSBC Fixed Term Series 140 Direct plan - Growth Option,,
147153,ITI Liquid Fund - Regular Plan - Growth Option,INF00XX01192,
147157,ITI Liquid Fund - Direct Plan - Growth Option,INF00XX01283,
147165,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Direct Plan - Growth Option,,
147168,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Growth Option,,
147183,ITI Multi Cap Fund - Direct Plan - Growth Option,INF00XX01168,
147184,ITI Multi Cap Fund - Regular Plan - Growth Option,INF00XX01135,
147193,Baroda BNP Paribas Overnight Fund - Regular Plan - Growth,INF955L01HS0,
147196,Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,INF955L01HV4,
147199,SBI Fixed Maturity Plan (FMP) - Series 4 (365 Days) - Direct Plan - Growth,,
147202,SBI Fixed Maturity Plan (FMP) - Series 4 (365 Days) - Regular Plan - Growth,,
147203,Mirae Asset Focused Fund Regular Plan Growth,INF769K01ES4,
147206,Mirae Asset Focused Fund Direct Plan Growth,INF769K01EU0,
147207,Aditya Birla Sun Life Fixed Term Plan - Series SN (1099 days) - Regular Plan-Growth,,
147210,Aditya Birla Sun Life Fixed Term Plan - Series SN (1099 days) - Direct Plan-Growth,,
147213,Franklin India Overnight fund- Growth,INF090I01SO8,
147214,Franklin India Overnight Fund- Growth - Direct,INF090I01SS9,
147217,Indiabulls Banking & PSU Debt Fund-Direct Plan- Growth,,
147223,Indiabulls Banking & PSU Debt Fund- Regular Plan- Growth Option,,
147236,HDFC FMP 1100D April 2019 (1) - Growth Option,,
147237,HDFC FMP 1100D April 2019 (1) - Growth Option - Direct Plan,,
147240,SBI Capital Protection Oriented Fund - Series A (Plan 3) - Regular Plan - Growth,,
147242,SBI Capital Protection Oriented Fund - Series A (Plan 3) - Direct Plan - Growth,,
147244,SBI Fixed Maturity Plan (FMP) - Series 5 (92 Days) - Direct Plan - Growth,,
147246,SBI Fixed Maturity Plan (FMP) - Series 5 (92 Days) - Regular Plan - Growth,,
147247,SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Growth,INF200KA1F01,
147248,SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Growth,INF200KA1F27,
147251,Aditya Birla Sun Life Fixed Term Plan - Series SO (1099 days) - Regular Plan-Growth,,
147253,Aditya Birla Sun Life Fixed Term Plan - Series SO (1099 days) - Direct Plan-Growth,,
147255,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Direct Plan - Growth Option,,
147257,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Growth Option,,
147266,KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,INF174KA1DY6,
147269,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,INF174KA1EC0,
147287,HSBC Overnight Fund - Direct Growth,INF336L01OF6,
147290,HSBC Overnight Fund - Regular Growth,INF336L01OL4,
147303,DSP Quant Fund - Regular Plan - Growth,INF740KA1NN3,
147306,DSP Quant Fund - Direct Plan - Growth,INF740KA1NQ6,
147307,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option,INF03VN01282,
147311,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,INF03VN01209,
147318,SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Growth,,
147320,SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Regular Plan - Growth,,
147322,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Growth Option,,
147328,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Growth Option,,
147331,SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Regular Plan - Growth,,
147333,SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Direct Plan - Growth,,
147345,ICICI Prudential MNC Fund - Growth Option,INF109KC1D69,
147346,ICICI Prudential MNC Fund - Direct Plan - Growth Option,INF109KC1D93,
147351,Nippon India Fixed Horizon Fund XLI - Series 10 - Growth Option,,
147353,Nippon India Fixed Horizon Fund XLI - Series 10 - Direct Plan - Growth Option,,
147355,Nippon India Fixed Horizon Fund XLI - Series 11 - Direct Plan - Growth Option,,
147357,Nippon India Fixed Horizon Fund XLI - Series 11 - Growth Option,,
147359,SBI Capital Protection Oriented Fund - Series A (Plan 4) - Direct Plan - Growth,,
147360,SBI Capital Protection Oriented Fund - Series A (Plan 4) - Regular Plan - Growth,,
147363,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Growth Option,,
147364,UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Regular Plan Growth Option,,
147371,QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION,INF082J01390,
147372,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,INF082J01382,
147377,Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,INF955L01ID0,
147382,Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,INF955L01HY8,
147384,Tata Medium Term Fund -Regular Plan - Growth (Segregated Portfolio 1),,
147385,Tata Medium Term Fund -Direct Plan -Growth (Segregated Portfolio 1),,
147389,Tata Corporate Bond Fund - Direct Plan -Growth (Segregated Portfolio 1),,
147392,Tata Corporate Bond Fund -Regular Plan-Growth(Segregated Portfolio 1),,
147396,Tata Treasury Advantage Fund- Direct Plan -Growth Option (Segregated Portfolio 1),,
147399,Tata Treasury Advantage Fund-Regular Plan - Growth Option (Segregated Portfolio 1),,
147405,Shriram Balanced Advantage Fund - Regular Growth,INF680P01174,
147406,Shriram Balanced Advantage Fund - Direct Growth,INF680P01208,
147407,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth,INF209KB1N91,
147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,INF209KB1O25,
147411,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Growth Option,,
147420,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Regular Plan - Growth Option,,
147422,SBI Fixed Maturity Plan (FMP) - Series 9 (1178 Days) - Direct Plan - Growth,,
147423,SBI Fixed Maturity Plan (FMP) - Series 9 (1178 Days) - Regular Plan - Growth,,
147425,Sundaram Ultra Short Term Fund Regular Plan - Growth,,
147440,Sundaram Ultra Short Term Fund Direct Plan - Growth,,
147445,Mirae Asset Midcap Fund- Direct Growth Option,INF769K01FA9,
147446,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,INF174V01788,
147447,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth,INF174V01754,
147450,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,INF666M01GL8,
147454,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Growth Option,INF666M01GT1,
147462,Nippon India Fixed Horizon Fund XLI - Series 12 - Growth Option,,
147463,Nippon India Fixed Horizon Fund XLI - Series 12 - Direct Plan - Growth Option,,
147465,SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Growth,,
147467,SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Growth,,
147473,Kotak Focused Fund- Direct Plan- Growth option,INF174KA1EN7,
147477,Kotak Focused Fund- Regular plan _ Growth Option,INF174KA1EK3,
147479,Mirae Asset Midcap Fund - Regular Plan-Growth Option,INF769K01EY2,
147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,INF879O01100,
147482,Parag Parikh ELSS Tax Saver Fund- Regular Growth,INF879O01092,
147484,SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Growth,,
147486,SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Growth,,
147490,Union Focused Fund - Regular Plan - Growth Option,INF582M01FW6,
147492,Union Focused Fund - Direct Plan - Growth Option,INF582M01FS4,
147494,Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth,INF955L01II9,
147496,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,INF955L01IL3,
147508,SBI Fixed Maturity Plan (FMP) - Series 12 (1179 Days) - Regular Plan - Growth,,
147509,SBI Fixed Maturity Plan (FMP) - Series 12 (1179 Days) - Direct Plan - Growth,,
147515,LIC MF Overnight Fund-Direct Plan-Growth,INF767K01QI3,
147519,LIC MF Overnight Fund-Regular Plan-Growth,INF767K01QD4,
147520,SBI Fixed Maturity Plan (FMP) - Series 13 (1108 Days) - Direct Plan - Growth,,
147523,SBI Fixed Maturity Plan (FMP) - Series 13 (1108 Days) - Regular Plan - Growth,,
147531,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,INF760K01JM5,
147534,CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,INF760K01JO1,
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,INF00XX01390,
147544,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,INF00XX01374,
147559,SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Growth,,
147560,SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Growth,,
147564,Mahindra Manulife Overnight Fund - Direct Plan -Growth,INF174V01838,
147565,Mahindra Manulife Overnight Fund - Regular Plan - Growth,INF174V01812,
147567,Axis Money Market Fund - Direct Plan - Growth Option,INF846K01Q62,
147568,Axis Money Market Fund - Regular Plan - Growth Option,INF846K01R46,
147569,Edelweiss Overnight Fund - Regular Plan - Growth,INF754K01KE3,
147570,Edelweiss Overnight Fund - Direct Plan - Growth,INF754K01JV9,
147580,SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Growth,,
147582,SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Growth,,
147584,Sundaram Equity Fund Regular Plan - Growth,,
147587,Sundaram Equity Fund Direct Plan - Growth,,
147590,WhiteOak Capital Overnight Fund- Regular plan-Growth Option,,
147593,WhiteOak Capital Overnight Fund- Direct plan-Growth Option,,
147600,PGIM India Overnight Fund - Regular Plan- Growth Option,INF663L01T43,
147606,PGIM India Overnight Fund - Direct Plan - Growth Option,INF663L01T01,
147611,SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Growth,,
147612,SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Growth,,
147617,ITI Arbitrage Fund - Direct Plan - Growth Option,INF00XX01440,
147618,ITI Arbitrage Fund - Regular Plan - Growth Option,INF00XX01416,
147627,SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Growth,,
147629,SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Growth,,
147631,SBI Capital Protection Oriented Fund - Series A (Plan 5) - Direct Plan - Growth,,
147632,SBI Capital Protection Oriented Fund - Series A (Plan 5) - Regular Plan - Growth,,
147635,Tata Banking & PSU Debt Fund-Regular Plan-Growth,,
147636,Tata Banking & PSU Debt Fund-Direct Plan-Growth,,
147639,SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Growth,,
147641,SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Growth,,
147643,SBI Capital Protection Oriented Fund - Series A (Plan 6) - Regular Plan - Growth,,
147644,SBI Capital Protection Oriented Fund - Series A (Plan 6) - Direct Plan - Growth,,
147647,ICICI Prudential Global Advantage Fund (FOF) - Growth Option,INF109KC1F00,
147648,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth Option,INF109KC1F34,
147650,UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option,,
147651,UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option,,
147661,ICICI Prudential Commodities Fund - Growth Option,INF109KC1F67,
147662,ICICI Prudential Commodities Fund - Direct Plan - Growth Option,INF109KC1F91,
147665,Axis Nifty 100 Index Fund - Regular Plan - Growth Option,INF846K01S52,
147666,Axis Nifty 100 Index Fund - Direct Plan - Growth Option,INF846K01S29,
147670,SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Growth,,
147672,SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct  Plan - Growth,,
147674,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option,,
147675,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,,
147685,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Growth Plan,INF204KB13G8,
147689,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,INF204KB16F3,
147691,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,INF204KB10E9,
147695,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,INF204KB18E2,
147697,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,INF204KB11E7,
147700,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,INF204KB19E0,
147701,Motilal Oswal Large and Midcap Fund - Regular Plan Growth,INF247L01965,
147704,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,INF247L01999,
147713,ITI Overnight Fund - Direct Plan - Growth Option,INF00XX01564,
147714,ITI Overnight Fund - Regular Plan - Growth Option,INF00XX01473,
147720,SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Direct Plan - Growth,,
147721,SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Regular Plan - Growth,,
147724,Kotak Pioneer Fund- Regular Plan- Growth Option,INF174KA1EW8,
147727,Kotak Pioneer Fund- Direct Plan- Growth Option,INF174KA1EZ1,
147731,Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth,INF174V01887,
147734,Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Growth,INF174V01853,
147736,Mirae Asset Overnight Fund Direct Plan Growth,INF769K01FG6,
147739,Mirae Asset Overnight Fund Regular Plan Growth,INF769K01FE1,
147744,SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Growth,,
147745,SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Growth,,
147748,Union Large & Midcap Fund - Regular Plan - Growth Option,INF582M01GD4,
147750,Union Large & Midcap Fund - Direct Plan - Growth Option,INF582M01GA0,
147752,SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Growth,,
147754,SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Growth,,
147757,Tata Focused Fund-Direct Plan-Growth,INF277K017X9,
147760,Tata Focused Fund-Regular Plan-Growth,INF277K010Y2,
147762,SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days) - Regular Plan - Growth,,
147764,SBI Fixed Maturity Plan (FMP) - Series 23 (1106 Days) - Direct Plan - Growth,,
147770,LIC MF Ultra Short Duration Fund-Regular Plan-Growth,INF767K01QO1,
147772,LIC MF Ultra Short Duration Fund-Direct Plan-Growth,INF767K01QU8,
147774,SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Regular Plan - Growth,,
147777,SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Direct Plan - Growth,,
147778,Principal Midcap Fund - Direct Plan- Growth,,
147779,Principal Midcap Fund- Regular Plan - Growth Option,,
147783,SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Growth,,
147785,SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Growth,,
147787,ITI Balanced Advantage Fund - Regular Plan - Growth Option,INF00XX01655,
147789,ITI Balanced Advantage Fund - Direct Plan - Growth Option,INF00XX01689,
147790,SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Growth,,
147792,SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Growth,,
147794,Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,INF247L01AE7,
147795,Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,INF247L01AF4,
147796,Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,INF247L01AC1,
147797,Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,INF247L01AD9,
147798,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth,,
147802,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth,,
147804,Aditya Birla Sun Life Dynamic Bond Fund- Segregated Portfolio 1- Growth - Regular Plan,,
147807,Aditya Birla Sun Life Dynamic Bond Fund-Segregated Portfolio 1- Discipline Advantage Plan- Growth,,
147808,Aditya Birla Sun Life Dynamic Bond Fund- Segregated Portfolio 1- Growth - Direct Plan,,
147816,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Growth - Direct Plan,,
147820,Aditya Birla Sun Life Medium term Plan- Segregated Portfolio 1- Growth- Regular Plan,,
147823,Axis Retirement Fund - Aggressive Plan - Regular Growth,INF846K01T02,
147825,Axis Retirement Fund - Aggressive Plan - Direct Growth,INF846K01S86,
147826,Axis Retirement Fund - Dynamic Plan - Direct Growth,INF846K01T28,
147828,Axis Retirement Fund - Dynamic Plan - Regular Growth,INF846K01T44,
147830,Axis Retirement Fund - Conservative Plan - Direct Growth,INF846K01T69,
