schemeCode,schemeName,isinGrowth,isinDivReinvestment
108046,HDFC FMP 90D MARCH 2008 (3) - WHOLESALE PLAN GROWTH OPTION,,
108049,Birla Sun Life Fixed Term Plan - Series AP RETAIL GROWTH,,
108051,Birla Sun Life Fixed Term Plan - Series AP INSTITUTIONAL GROWTH,,
108052,Birla Sun Life Fixed Term Plan - Series AO RETAIL GROWTH,,
108055,Birla Sun Life Fixed Term Plan - Series AO INSTITUTIONAL GROWTH,,
108057,Birla Sun Life Fixed Term Plan - Series AQ RETAIL GROWTH,,
108059,Birla Sun Life Fixed Term Plan - Series AQ INSTITUTIONAL GROWTH,,
108060,HSBC Fixed Term Series 47 - Inst. - Growth,,
108063,HSBC Fixed Term Series 47 - Regular - Growth,,
108066,HSBC Fixed Term Series 45 - Inst. - Growth,,
108067,HSBC Fixed Term Series 45 - Regular - Growth,,
108068,HSBC Fixed Term Series 46 - Inst. - Growth,,
108070,HSBC Fixed Term Series 46 - Regular - Growth,,
108073,Standard Chartered FMP - QS28 Plan-A-Growth,,
108074,DSP BlackRock FMP - 3M - Series 6 - Regular Plan - Growth,,
108076,DSP BlackRock FMP - 3M - Series 6 - Institutional Plan - Growth,,
108079,Standard Chartered Fixed Maturity Plan - YS20-Plan B - Growth,,
108080,Standard Chartered Fixed Maturity Plan - YS20-Plan A - Growth,,
108083,DSP BlackRock FMP - 13M - Series 1 - Regular Plan - Growth,,
108085,DSP BlackRock FMP - 13M - Series 1 - Institutional Plan - Growth,,
108087,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Regular Plan - Growth Option,,
108089,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Institutional Plan - Growth Option,,
108090,Birla Sun Life Fixed Term Plan - Series AR RETAIL GROWTH,,
108092,Birla Sun Life Fixed Term Plan - Series AR INSTITUTIONAL GROWTH,,
108095,UTI FTIF Series-IV Mar08-13 months - Growth Option,,
108097,HSBC Small Cap Fund - Growth,,
108100,HSBC Fixed Term Series 48 - Inst. - Growth,,
108101,HSBC Fixed Term Series 48 - Regular - Growth,,
108103,HSBC Fixed Term Series 49 - Inst. - Growth,,
108105,HSBC Fixed Term Series 49 - Regular - Growth,,
108108,ING Fixed Maturity Fund - Series 43 - Institutional Plan - Growth Option,,
108110,ING Fixed Maturity Fund - Series 43 - Retail Plan - Growth Option,,
108113,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)-Institutional Growth,,
108116,CANARA ROBECO FIXED MATURITY PLAN-2(13 Months Series)-Retail Growth,,
108117,Reliance Fixed Horizon Fund - VIII - Series 1 - Retail Plan-Growth Option,,
108119,Reliance Fixed Horizon Fund - VIII - Series 1 - Institutional Plan-Growth Option,,
108122,ICICI Prudential FMP series 43 - 13 Mths Plan D - Retail Growth Option,,
108124,UTI FTIF Series-IV Plan-V (13 months) - Growth Option,,
108126,UTI FTIF Series-IV Plan-V (13 months) - Instn. Growth  Option,,
108127,Kotak FMP 13M Series 3 Retail Plan - Growth,,
108130,Kotak FMP 13M Series 3 Institutional Plan - Growth,,
108131,ING Fixed Maturity Fund - Series 44 - Retail Plan - Growth Option,,
108133,ING Fixed Maturity Fund - Series 44 - Institutional Plan - Growth Option,,
108136,ING Long Term FMP - II - Institutional Plan- Growth Option,,
108137,ING Long Term FMP - II - Retail Plan- Growth Option,,
108140,Z-REDEEMED-SBI DEBT FUND SERIES - 30 DAYS-2 (27/03/08)-GROWTH,,
108142,SBI DEBT FUND SERIES - 90 DAYS - 22 (26/03/08)-GROWTH,,
108145,SBI TAX ADVANTAGE FUND - SERIES I - GROWTH,,
108148,DWS FIXED TERM FUND SERIES 47- REGULAR PLAN- GROWTH OPTION-,,
108149,DWS FIXED TERM FUND SERIES 47- INSTITUTIONAL PLAN - GROWTH OPTION,,
108151,DSP BlackRock FMP - 12 1/2 M - Series 1 - Regular Plan - Growth,,
108152,DSP BlackRock FMP - 12 1/2 M - Series 1 - Institutional Plan - Growth,,
108155,LICMF FIXED MATURITY PLAN SERIES 37 (GROWTH OPTION),,
108156,LICMF FIXED MATURITY PLAN SERIES 39 (GROWTH OPTION),,
108158,UTI FMP Yearly March 2008 - Growth Option,,
108162,UTI-FTIF Series IV Plan VI (15 Months) - Growth Option,,
108164,UTI-FTIF Series IV Plan VI (15 Months) - Instn. Growth Option,,
108167,Aditya Birla Sun Life Value Fund - Growth Option,INF209K01LF3,
108169,PineBridge World Gold Fund - Standard Plan - Growth Option,,
108172,ICICI Prudential FMP series 43 - 14 Mths Plan A - Retail Growth Option,,
108173,ICICI Prudential FMP series 43 - 14 Mths Plan A - Institutional Growth Option,,
108188,Kotak FMP 13M Series 4 - Institutional Growth,,
108189,Kotak FMP 13M Series 4 Retail Growth,,
108192,Kotak FMP 15M Series 4 Retail - Growth,,
108193,Kotak FMP 15M Series 4 Institutional - Growth,,
108197,Morgan Stanley A.C.E. Fund- Regular Growth Plan,,
108198,Reliance Fixed Horizon Fund - VIII - Series 2 - Retail Plan-Growth Option,,
108200,Reliance Fixed Horizon Fund - VIII - Series 2 - Institutional Plan-Growth Option,,
108202,DSP Natural Resources And New Energy Fund - Regular - Growth,INF740K01060,
108204,Reliance Fixed Horizon Fund - VIII - Series 10 - Retail Plan-Growth Option,,
108207,Reliance Fixed Horizon Fund - VIII - Series 10 - Institutional Plan-Growth Option,,
108209,DSP BlackRock Natural Resources And New Energy Fund - Institutional Plan - Growth,,
108211,DSP BlackRock FMP - 6M - Series 5 - Regular Plan - Growth,,
108212,DSP BlackRock FMP - 6M - Series 5 - Institutional Plan - Growth,,
108214,Standard Chartered Fixed Maturity Plan - YS21-Plan A - Growth,,
108215,Standard Chartered Fixed Maturity Plan - YS21-Plan B - Growth,,
108218,Religare FMP-3M-Sr-XXVII-Growth,,
108222,ING OptiMix Active Short Term Fund-Inst. Plan-Growth Option,,
108223,Franklin Templeton Fixed Tenure Fund - Series IX - Plan A - Growth,,
108225,Franklin Templeton Fixed Tenure Fund - Series IX - Plan B - Growth,,
108227,Reliance Fixed Horizon Fund - VIII - Series 3 - Retail Plan-Growth Option,,
108229,Reliance Fixed Horizon Fund - VIII - Series 3 - Institutional Plan-Growth Option,,
108231,UTI-Long Term Advantage Fund Series -II - Growth Option,,
108233,HDFC FMP 181D APRIL 2008 - RETAIL PLAN GROWTH OPTION,,
108234,HDFC FMP 181D APRIL 2008 - WHOLESALE PLAN GROWTH OPTION,,
108237,HDFC FMP 18M APRIL 2008  WHOLESALE PLAN - GROWTH OPTION,,
108240,HDFC FMP 18M APRIL 2008  RETAIL PLAN - GROWTH OPTION,,
108247,UTI-FMP Quarterly April08 Series I-Growth Option,,
108248,UTI-FMP Quarterly April08 Series I- Instn Growth Option,,
108249,Nippon India Quant Fund -Growth Plan - Growth Option,INF204K01760,
108250,Reliance Quant Plus Fund- Institutional Plan-Growth Option,,
108257,LICMF FIXED MATURITY PLAN SERIES 40 - GROWTH OPTION,,
108258,Nippon India Quant Fund -Growth Plan -Bonus Option,INF204K01737,
108261,Religare FMP-3M-Sr-XXVIII-Growth,,
108262,Kotak FMP 3M Series 29 - Growth,,
108264,ING Fixed Maturity Fund - Series 40 - Retail Plan- Growth Option,,
108265,ING Fixed Maturity Fund - Series 40 - Institutional Plan- Growth Option,,
108269,DWS FIXED TERM FUND SERIES 48 REGULAR PLAN GROWTH,,
108270,DWS FIXED TERM FUND SERIES 48 - INSTITUTIONAL PLAN - GROWTH,,
108273,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,INF209K01LV0,
108281,ABN AMRO FIXED TERM PLAN - SERIES 11 -  PLAN B - Regular Plan - Growth Option,,
108284,ABN AMRO FIXED TERM PLAN - SERIES 11 -  PLAN B - Instl Plan - Growth Option,,
108289,Birla Sun Life Fixed Term Plan - Series AS INSTITUTIONAL GROWTH,,
108290,Birla Sun Life Fixed Term Plan - Series AS RETAIL GROWTH,,
108292,Birla Sun Life Fixed Term Plan - Series AT INSTITUTIONAL GROWTH,,
108294,Birla Sun Life Fixed Term Plan - Series AT RETAIL GROWTH,,
108295,ICICI Prudential Fixed Maturity Plan - Series 42 - Six Months Plan C - Retail Growth Option,,
108298,ICICI Prudential Fixed Maturity Plan - Series 42 - Fifteen Months Plan - Institutional Growth Option,,
108300,ICICI Prudential Fixed Maturity Plan - Series 42 - Fifteen Months Plan - Retail Growth Option,,
108303,HSBC Fixed Term Series 51 - Inst. - Growth,,
108304,HSBC Fixed Term Series 51 - Regular - Growth,,
108305,Sundaram Select Focus Institutional Plan - Growth,,
108306,Religare FMP-3M-Sr-XXIX-Growth,,
108308,HDFC FMP 90D APRIL 2008 - WHOLESALE PLAN GROWTH OPTION,,
108310,HDFC FMP 90D APRIL 2008 - RETAIL PLAN GROWTH OPTION,,
108312,HDFC FMP 18M APRIL 2008 (2) RETAIL PLAN - GROWTH OPTION,,
108314,HDFC FMP 18M APRIL 2008 (2) WHOLESALE PLAN - GROWTH OPTION,,
108319,LICMF FIXED MATURITY PLAN SERIES 36 - GROWTH OPTION,,
108321,Sahara Power & Natural resources Fund- Growth Option,,
108322,Templeton Fixed Horizon Fund - Series VIII - Plan A - Growth,,
108324,ING Fixed Maturity Fund - Series 45 - Retail Plan - Growth Option,,
108326,ING Fixed Maturity Fund - Series 45 - Institutional Plan - Growth Option,,
108328,SBI Debt Fund Series-18 Months-3-Retail Growth (2/5/08),,
108330,SBI Debt Fund Series-18 Months-3-Institutional Growth (2/5/08),,
108332,SBI Debt Fund Series-90- Days-23- (30/04/2008) Growth,,
108342,HSBC Fixed Term Series 50 - Regular - Growth,,
108344,HSBC Fixed Term Series 50 - Inst. - Growth,,
108346,HSBC Fixed Term Series 52 - Regular - Growth,,
108347,HSBC Fixed Term Series 52 - Inst. - Growth,,
108355,ICICI Prudential FMP series 43 - 14 Mths Plan B - Institutional Growth Option,,
108356,ICICI Prudential FMP series 43 - 14 Mths Plan B - Retail Growth Option,,
108358,ICICI Prudential FMP series 42 - 13 Mths Plan D - Institutional Growth Option,,
108360,ICICI Prudential FMP series 42 - 13 Mths Plan D - Retail Growth Option,,
108363,HSBC Income Fund - Short Term - Inst. Plus - Growth,,
108364,Birla Sun Life Fixed Term Plan - Series AU RETAIL GROWTH,,
108366,Birla Sun Life Fixed Term Plan - Series AU INSTITUTIONAL GROWTH,,
108368,DSP BlackRock FMP - 3M - Series 8 - Regular Plan - Growth,,
108370,DSP BlackRock FMP - 3M - Series 8 - Institutional Plan - Growth,,
108373,Templeton Fixed Horizon Fund - Series VIII - Plan B - Growth,,
108375,Templeton Fixed Horizon Fund - Series VIII - Plan C - Growth,,
108378,Invesco India Financial Services Fund - Regular Plan - Growth,INF205K01155,
108382,Kotak FMP 12M Series 3 Institutional Plan - Growth,,
108384,Kotak FMP 12M Series 3 Retail Plan - Growth,,
108386,Reliance Fixed Horizon Fund - VIII - Series 4 - Institutional Plan-Growth Option,,
108388,Reliance Fixed Horizon Fund - VIII - Series 4 - Retail Plan-Growth Option,,
108389,HDFC FMP 90D MAY 2008 - RETAIL PLAN GROWTH OPTION,,
108391,HDFC FMP 90D MAY 2008 - WHOLESALE PLAN GROWTH OPTION,,
108393,HDFC FMP 370D MAY 2008 WHOLESALE PLAN - GROWTH OPTION,,
108397,HDFC FMP 370D MAY 2008 RETAIL PLAN - GROWTH OPTION,,
108400,UTI Fixed Maturity Plan Yearly Series Aptil 2008 - Growth Option,,
108401,UTI Fixed Maturity Plan Yearly Series Aptil 2008 - Instn. Growth Option,,
108405,Religare FMP-3M-Sr-XXX-Growth,,
108406,Religare FMP-3M-Sr-XXXI-Growth,,
108411,LIC MF Interval Fund Quarterly Plan-Series 1-Regular Plan-Growth,,
108413,Kotak FMP 12M Series 5-Institutional- Growth,,
108414,Kotak FMP 12M Series 5-Retail- Growth,,
108417,LIC MF Interval Fund Monthly Plan-Series 1-Regular Plan-Growth,,
108418,Religare FMP-375 days-Sr-IX - Retail Growth,,
108420,Religare FMP-375 days-Sr-IX - Institutional Growth,,
108422,HDFC FMP 90D MAY 2008 (2) - RETAIL PLAN GROWTH OPTION,,
108425,HDFC FMP 90D MAY 2008 (2) - WHOLESALE PLAN GROWTH OPTION,,
108426,HDFC FMP 370D MAY 2008 (2) - WHOLESALE PLAN - GROWTH OPTION,,
108427,HDFC FMP 370D MAY 2008 (2) - RETAIL PLAN - GROWTH OPTION,,
108432,Kotak FMP 3M Series 30 - Growth,,
108435,UTI Fixed Maturity Plan -Quarterly May’08 Sr.1 - Growth Option,,
108437,Templeton Fixed Horizon Fund - Series VIII - Plan D - Growth,,
108439,LIC MF Interval Fund Annual Plan-Series 1-Regular Plan-Growth,,
108440,Reliance Fixed Horizon Fund - VIII - Series 11 - Retail Plan-Growth Option,,
108442,Reliance Fixed Horizon Fund - VIII - Series 11 - Institutional Plan-Growth Option,,
108450,Birla Sun Life Fixed Term Plan - Series AV RETAIL GROWTH,,
108451,Birla Sun Life Fixed Term Plan - Series AV INSTITUTIONAL GROWTH,,
108453,HDFC FMP 90D MAY 2008 (3) - RETAIL PLAN GROWTH OPTION,,
108454,HDFC FMP 90D MAY 2008 (3) - WHOLESALE PLAN GROWTH OPTION,,
108457,HDFC FMP 370D MAY 2008 (3) - WHOLESALE PLAN - GROWTH OPTION,,
108461,HDFC FMP 370D MAY 2008 (3) - RETAIL PLAN - GROWTH OPTION,,
108463,ICICI Prudential FMP series 44 - 3 Mths Plan A - Retail Growth Option,,
108466,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth,INF109K01BL4,
108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,,
108470,Principal Pnb Fixed Maturity Plan - 91 Days - Series XIV - Growth Option,,
108473,UTI FTIF Series-IV Plan-VII May’08 (12 months) - Growth Option,,
108474,UTI FTIF Series-IV Plan-VII May’08 (12 months) - Inst. Growth Option,,
108477,ICICI Prudential FMP series 44 - 1 Year Plan B - Retail Growth Option,,
108478,ICICI Prudential FMP series 44 - 1 Year Plan B - Institutional Growth Option,,
108480,Standard Chartered FMP - QS29 Plan-A-Growth,,
108482,HDFC FMP 90D MAY 2008 (4) - RETAIL PLAN GROWTH OPTION,,
108484,HDFC FMP 90D MAY 2008 (4) - WHOLESALE PLAN GROWTH OPTION,,
108488,Tata Fixed Horizon Fund Series 17 Scheme E - Institutional Plan - Growth,,
108490,Tata Fixed Horizon Fund Series 17 Scheme E - Regular Plan - Growth,,
108492,Reliance Fixed Horizon Fund - VIII - Series 5 - Retail Plan-Growth Option,,
108494,Reliance Fixed Horizon Fund - VIII - Series 5 - Institutional Plan-Growth Option,,
108496,HSBC Fixed Term Series-53-Reg-Growth,,
108498,HSBC Fixed Term Series-53-Inst-Growth,,
108501,Religare FMP-375 days-Sr-X - Institutional Growth,,
108503,Religare FMP-375 days-Sr-X - Regular Growth,,
108505,UTI Fixed Maturity Plan Quarterly May’08 Series II - Growth Option,,
108507,UTI Fixed Maturity Plan Quarterly May’08 Series II- Instn Growth Option,,
108509,Standard Chartered FMP-QS-34- Plan A - Growth,,
108511,Kotak Dynamic Bond Fund Regular Plan Growth,INF174K01FA2,
108514,LICMF FIXED MATURITY PLAN SERIES 41 - GROWTH OPTION,,
108515,ING Fixed Maturity Fund - Series 47 - Retail Plan - Growth Option,,
108518,ING Fixed Maturity Fund - Series 47 - Institutional Plan - Growth Option,,
108519,ICICI Prudential FMP series 44 - 1 Year Plan A - Institutional Growth Option,,
108520,ICICI Prudential FMP series 44 - 1 Year Plan A - Retail Growth Option,,
108526,ABN AMRO FIXED TERM PLAN - SERIES 12 -  PLAN A - Regular Plan - Growth Option,,
108529,ABN AMRO FIXED TERM PLAN - SERIES 12 -  PLAN A - Instl Plan - Growth Option,,
108535,HDFC FMP 90D June 2008 (1) - RETAIL PLAN GROWTH OPTION,,
108537,HDFC FMP 90D June 2008 (1) - WHOLESALE PLAN GROWTH OPTION,,
108540,DSP BlackRock FMP - 3M - Series 9 - Regular Plan - Growth,,
108542,DSP BlackRock FMP - 3M - Series 9 - Institutional Plan - Growth,,
108545,Bandhan Income Plus Arbitrage Active FOF - Regular Plan - Growth,INF194K01SE5,
108552,IDFC Fixed Maturity - 6th Plan - Growth,,
108582,IDFC - Tristar Series I - A - Growth,,
108584,IDFC - Tristar Series I - B - Growth,,
108592,Bandhan Focused Fund - Regular Plan - Growth,INF194K01466,
108594,BANDHAN Flexi Cap Fund - Regular Plan - Growth,INF194K01391,
108596,Bandhan Large & Mid Cap Fund - Regular Plan - Growth,INF194K01524,
108625,IDFC - SSIF - ST -Plan B - Growth,,
108632,BANDHAN Low Duration Fund - Regular Plan - Growth,INF194K01FU8,
108648,IDFC Fixed Maturity - 9th Plan - Growth,,
108659,IDFC GSF-Provident Fund-Inst Plan B-Growth,,
108661,IDFC GSF-Provident Fund-Regular Plan-Growth,,
108676,IDFC-Money Manager Fund-Treasury Plan-Plan B - Growth,,
108690,BANDHAN LIQUID Fund - Regular Plan - Growth,INF194K01VX9,
108697,IDFC-Money Manager Fund - Growth,,
108717,IDFC Bond Fund - Short Term Plan - Plan C  - Growth,,
108719,IDFC Bond Fund - Short Term Plan - Plan D - Growth,,
108728,Bandhan Medium Duration Fund - Regular Plan - Growth,INF194K01JU0,
108732,IDFC-Money Manager Fund-Investment Plan-Growth,,
108736,IDFC Money Manager Fund-Investment Plan-Regular Plan-Growth,,
108752,IDFC GSF - Investment Plan - Growth,,
108753,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Growth,INF194K01FA0,
108756,BANDHAN Money Market Fund - Regular Plan - Growth,INF194K01LJ9,
108765,Bandhan Medium to Long Duration Fund - Regular Plan - Growth,INF194K01IL1,
108768,Bandhan Short Duration Fund - Regular Plan - Growth,INF194K01HF5,
108778,IDFC Cash Fund-Plan A-Growth,,
108786,IDFC Dynamic Bond Fund - Growth,,
108793,IDFC Liquid Fund - Growth,,
108799,BANDHAN Large Cap Fund - Regular Plan - Growth,INF194K01516,
108827,IDFC Fixed Maturity Plan - Yearly Series 17 - Plan B - Growth,,
108829,IDFC Fixed Maturity Plan - Yearly Series 17 - Plan A - Growth,,
108841,IDFC Fixed Maturity Plan - Yearly Series 19 - Plan A - Growth,,
108843,IDFC Fixed Maturity Plan - Yearly Series 19 - Plan B - Growth,,
108845,BANDHAN Arbitrage Fund - Regular Plan - Growth,INF194K01649,
108846,IDFC Arbitrage Fund - Plan B - Growth,,
108865,IDFC Tax Saver (ELSS) Fund A GROWTH,,
108880,IDFC Fixed Maturity Plan - Yearly Series 11 - Plan B - Growth Series 11 - Plan B - Growth B - Growth,,
108881,IDFC Fixed Maturity Plan - Yearly Series 11 - Plan A - Growth,,
108886,IDFC Fixed Maturity Plan - Yearly Series 10 - Growth,,
108889,IDFC Fixed Maturity Plan - Yearly Series 12 - Plan A - Growth,,
108890,IDFC Fixed Maturity Plan - Yearly Series 12 - Plan B - Growth,,
108893,IDFC Quarterly Interval Fund - Plan A - Institutional - Growth,,
108895,IDFC Quarterly Interval Fund  - Plan A - Retail - Growth,,
108896,IDFC Fixed Maturity Plan - Quarterly Series 29 - Growth,,
108899,IDFC Fixed Maturity Arbitrage Fund - Series 1 - Plan B - Growth,,
108900,IDFC Fixed Maturity Arbitrage Fund - Series 1 - Plan A - Growth,,
108903,IDFC Fixed Maturity Plan - Eighteen Months Series 1 - Plan A - Growth,,
108904,IDFC Fixed Maturity Plan - Eighteen Months Series 1 - Plan B - Growth,,
108909,Bandhan Value Fund - Regular Plan - Growth,INF194K01342,
108911,IDFC Fixed Maturity Plan - Quarterly Series 27 - Growth,,
108913,IDFC Fixed Maturity Plan - Quarterly Series 28 - Growth,,
108915,IDFC Fixed Maturity Plan - Yearly Series 20 - Plan B - Growth,,
108917,IDFC Fixed Maturity Plan - Yearly Series 20 - Plan A - Growth,,
108918,IDFC Fixed Maturity Plan - Yearly Series 21 - Plan A - Growth,,
108919,IDFC Fixed Maturity Plan - Yearly Series 21 - Plan B - Growth,,
108923,IDFC FMP-QS-34- Plan A - Growth,,
108925,Z-REDEEMED-SBI DEBT FUND SERIES - 180 DAYS - 8 (30/05/08) - GROWTH,,
108927,SBI DEBT FUND SERIES-90 DAYS-24 (27/05/2008)-GROWTH,,
108932,Kotak FMP 15M Series 5 - Retail Growth,,
108935,Kotak FMP 15M Series 5 - Institutional Growth,,
108937,Kotak FMP 12M Series 6 - Institutional Growth,,
108938,Kotak FMP 12M Series 6 - Retail Growth,,
108940,Tata Fixed Investment Plan - 2 Scheme A Regular Plan Growth,,
108942,Tata Fixed Investment Plan - 2 Scheme A Institutional Plan Growth,,
108944,DWS FIXED TERM FUND SERIES 50 PLAN A GROWTH,,
108946,DWS FIXED TERM FUND SERIES 50 PLAN B GROWTH,,
108948,ICICI Prudential FMP series 44 - 1 Year Plan C - Retail Growth Option,,
108951,ICICI Prudential FMP series 44 - 1 Year Plan C - Institutional Growth Option,,
108953,ICICI Prudential Fixed Maturity Plan - Series 44 - Three Months Plan B - Retail Growth Option,,
108960,ABN AMRO Overnight Fund-Institutional Plus Plan-Growth Option,,
108961,ABN AMRO Overnight Fund-Institutional Plan-Growth Option,,
108962,ABN AMRO Overnight Fund-Regular Plan-Growth Option,,
108965,IDFC FMP-QS35-A-GROWTH,,
108968,IDFC FMP-YS22-B-GROWTH,,
108970,IDFC FMP-YS22-A-GROWTH,,
108971,ING Fixed Maturity Fund - Series 49 - Retail Plan - Growth Option,,
108973,ING Fixed Maturity Fund - Series 49 - Institutional Plan - Growth Option,,
108976,UTI Fixed Term Income Fund May08 Sr IV-Plan 8 (12 Mts)- Growth Option,,
